artifact_id,run_artifact_path,model_id,seed,git_sha,git_dirty,run_started_utc,run_finished_utc,command,node_id,parent_id,depth,alpha,intervention_layer,visit_count,mean_reward,oei_score,sigma_h_mean,rho_r_mean,tds_score,h_neuron_json,repe_honesty_json,diagnostic_state,textual_compliance,ground_truth_label,experiment_id,hardware_context,audit_hash
5f9427bd-33c21531,mcts_output_1776566965.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T02:49:30.283340Z,2026-04-19T02:52:33.429272Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,33c21531-10f3-45c2-a768-eb33a7dfa94c,66076c9f-6512-4a77-9224-4e8842517854,1,1.0,11,2,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,3751c575085e8904bc6036e082e657688eb4f86b172b0bc480a1de37c7f32233
5f9427bd-81ecde36,mcts_output_1776566965.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T02:49:30.283340Z,2026-04-19T02:52:33.429272Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,81ecde36-0d64-45d4-9c50-47adf3a11f29,8a0717b3-bd8e-43eb-928d-4baa37b5156d,2,0.1,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,932ef4a3a1804b6ebb97f58669a774d671502ee012ec0136c2a2a1b694623791
5f9427bd-af0d860c,mcts_output_1776566965.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T02:49:30.283340Z,2026-04-19T02:52:33.429272Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,af0d860c-1aaa-4589-bde2-527f6b395f14,8a0717b3-bd8e-43eb-928d-4baa37b5156d,2,0.5,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,100de0429c163a87b854ec3621f8c5cfb106ed5d4868d55cb387cbd5cdb8c8b3
5f9427bd-40612c52,mcts_output_1776566965.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T02:49:30.283340Z,2026-04-19T02:52:33.429272Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,40612c52-810a-4e1e-8bff-508e561f58f9,8a0717b3-bd8e-43eb-928d-4baa37b5156d,2,1.0,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,74b10b9a86e2f3140111e18e2a4437110bb0dd80d4dd96fc3ffe1dc7e3c50959
5f9427bd-88f5d950,mcts_output_1776566965.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T02:49:30.283340Z,2026-04-19T02:52:33.429272Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,88f5d950-d951-408f-9073-9bd33e017891,2b288065-72fd-4c31-bc06-5b10343c1b14,2,0.1,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,fe25928c668dcaf91b21d27b7b3dfc2026c367cd06822b5e3d40eb441c4db6ff
5f9427bd-24f4befa,mcts_output_1776566965.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T02:49:30.283340Z,2026-04-19T02:52:33.429272Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,24f4befa-29ed-45e8-b5d8-221f842bdb80,2b288065-72fd-4c31-bc06-5b10343c1b14,2,0.5,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,8f567fd487cb3a9ad5e76dd4520c2ef6453224caabf414a38f7e13500d5f59af
5f9427bd-e26841b5,mcts_output_1776566965.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T02:49:30.283340Z,2026-04-19T02:52:33.429272Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,e26841b5-61bd-4902-91d0-b4b8d50e3f03,2b288065-72fd-4c31-bc06-5b10343c1b14,2,1.0,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,4c99069944f57d98b77039f16641176d91c2968015f9ebba1b1be9637a033115
5f9427bd-ca378a42,mcts_output_1776566965.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T02:49:30.283340Z,2026-04-19T02:52:33.429272Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,ca378a42-f7e0-497e-bdb5-7129a0be0fae,33c21531-10f3-45c2-a768-eb33a7dfa94c,2,0.1,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,3ae6a3307e709639092f22a2323d5778b0f27939e774d3358949b861d7dd6c1b
5f9427bd-1381f3b7,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,1381f3b7-c586-46bb-8a7d-a3c4966fe69a,,0,0.0,-1,10,0.206178,,,,,[],[],unknown,,,run_kv_mcts,Windows-10-10.0.19045-SP0,e78a5b08a0cb8a5c39bc969aef54f674a43c3e83e2d8e7874b9fb9f401730373
5f9427bd-cc2b7087,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,cc2b7087-b60d-4dd4-91dd-37f189ae0be5,1381f3b7-c586-46bb-8a7d-a3c4966fe69a,1,0.1,11,4,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,84265a6bd37bb1f8689eb583c31a1dcc1b03617f4d79eb191a7f1c3eab2221c5
5f9427bd-647822b6,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,647822b6-128b-477d-887e-29b328818d5f,1381f3b7-c586-46bb-8a7d-a3c4966fe69a,1,0.5,11,4,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,c72ee6cc2a0923a3741e1a00297e2a0c5a56fcd57aa5f8f189395f2d3a2823c7
5f9427bd-c3ad4f79,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,c3ad4f79-0cf6-43db-bb4a-7c33ae588a17,1381f3b7-c586-46bb-8a7d-a3c4966fe69a,1,1.0,11,2,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,de88e793b6a4f0f6b17b5a3037df87f8d3b15da3ba3a5b3b59e104e2784b3467
5f9427bd-94936704,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,94936704-e90a-4c11-a06c-4d6a585afc90,cc2b7087-b60d-4dd4-91dd-37f189ae0be5,2,0.1,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,838ea2592be8dd5c5cc58526e2731da14675cbb8c95f696e63922bfd0cf5f949
5f9427bd-7ce4deaf,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,7ce4deaf-6b09-41c9-bd29-ebe5f292a288,cc2b7087-b60d-4dd4-91dd-37f189ae0be5,2,0.5,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,6c77b8e6cfbe4742a73342505c515024a6a0f327fa2a57dcca67a55a7b3937dc
5f9427bd-4e63d0c0,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,4e63d0c0-a30f-4689-af2f-1ce566f4bad6,cc2b7087-b60d-4dd4-91dd-37f189ae0be5,2,1.0,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,c035bfe10ae9997f72f147b27935492a6e8acdbe6c2e14e6bd88f139cc403ed9
5f9427bd-65b42552,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,65b42552-b2d1-498f-8fb2-e2938bcdc7ce,647822b6-128b-477d-887e-29b328818d5f,2,0.1,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,ec8252bdc38de7f184cd4f6255139df3d960db6768feed028db102c57d65375e
5f9427bd-7ae2ce3b,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,7ae2ce3b-85fc-458f-b833-2a9aaaae1bbd,647822b6-128b-477d-887e-29b328818d5f,2,0.5,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,b40adc9c3b6d72beb485ba308c5c3d773982036fde85624ae842e33da5a43db6
5f9427bd-f494b413,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,f494b413-dd89-42fb-93b3-ce7294ddd91e,647822b6-128b-477d-887e-29b328818d5f,2,1.0,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,6363416867127ca05b170aea86f2404767b539a29c0120cc1f100bfa648d8bc2
5f9427bd-2f48f161,mcts_output_1776567696.json,TinyLlama/TinyLlama-1.1B-Chat-v1.0,42,5f9427bdd712124dbd7a8d7fdca257a835a8a962,true,2026-04-19T03:01:41.860665Z,2026-04-19T03:04:49.489544Z,scripts/run_kv_mcts.py --nodes 10 --depth 3 --auto-collect --dataset-dir ./docs/dataset,2f48f161-c56e-4713-9873-daa0b8ccdf05,c3ad4f79-0cf6-43db-bb4a-7c33ae588a17,2,0.1,11,1,0.206178,0.965016,0.0,0.384629,0.009134,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.5087729096412659,0.5750641822814941,0.5906510353088379,0.5797860622406006,0.541571319103241,0.5350416302680969,0.5627883672714233,0.6082766056060791,0.5917493104934692,0.5770168900489807,0.6029152870178223,0.48660585284233093,0.5258822441101074,0.42185136675834656,0.34059685468673706,0.4135560095310211,0.38433241844177246,0.0,0.0,0.0,0.0,0.0,0.0]",creative_synthesis,,,run_kv_mcts,Windows-10-10.0.19045-SP0,b7e1591ae12faa891f666618346ce399c79ed36fe83e5b3f9aabf493c7d7f4b3
